,Year,Quarter,Month,Day,% Units Market Share,% Units Market Share R12M
535,2000,Qtr 2,June,19,0.0%,0.00%
536,2000,Qtr 2,June,20,0.0%,0.00%
537,2000,Qtr 2,June,21,0.0%,0.00%
538,2000,Qtr 2,June,22,0.0%,0.00%
539,2000,Qtr 2,June,23,0.0%,0.00%
540,2000,Qtr 2,June,24,0.0%,0.00%
541,2000,Qtr 2,June,25,0.0%,0.00%
542,2000,Qtr 2,June,26,0.0%,0.00%
543,2000,Qtr 2,June,27,0.0%,0.00%
544,2000,Qtr 2,June,28,0.0%,0.00%
545,2000,Qtr 2,June,29,0.0%,0.00%
546,2000,Qtr 2,June,30,0.0%,0.00%
547,2000,Qtr 3,July,1,0.0%,0.00%
548,2000,Qtr 3,July,2,0.0%,0.00%
549,2000,Qtr 3,July,3,0.0%,0.00%
550,2000,Qtr 3,July,4,0.0%,0.00%
551,2000,Qtr 3,July,5,0.0%,0.00%
552,2000,Qtr 3,July,6,0.0%,0.00%
553,2000,Qtr 3,July,7,0.0%,0.00%
554,2000,Qtr 3,July,8,0.0%,0.00%
555,2000,Qtr 3,July,9,0.0%,0.00%
556,2000,Qtr 3,July,10,0.0%,0.00%
557,2000,Qtr 3,July,11,0.0%,0.00%
558,2000,Qtr 3,July,12,0.0%,0.00%
559,2000,Qtr 3,July,13,0.0%,0.00%
560,2000,Qtr 3,July,14,0.0%,0.00%
561,2000,Qtr 3,July,15,0.0%,0.00%
562,2000,Qtr 3,July,16,0.0%,0.00%
563,2000,Qtr 3,July,17,0.0%,0.00%
564,2000,Qtr 3,July,18,0.0%,0.00%
565,2000,Qtr 3,July,19,0.0%,0.00%
566,2000,Qtr 3,July,20,0.0%,0.00%
567,2000,Qtr 3,July,21,0.0%,0.00%
568,2000,Qtr 3,July,22,0.0%,0.00%
569,2000,Qtr 3,July,23,0.0%,0.00%
570,2000,Qtr 3,July,24,0.0%,0.00%
571,2000,Qtr 3,July,25,0.0%,0.00%
572,2000,Qtr 3,July,26,0.0%,0.00%
573,2000,Qtr 3,July,27,0.0%,0.00%
574,2000,Qtr 3,July,28,0.0%,0.00%
575,2000,Qtr 3,July,29,0.0%,0.00%
576,2000,Qtr 3,July,30,0.0%,0.00%
577,2000,Qtr 3,July,31,0.0%,0.00%
578,2000,Qtr 3,August,1,0.0%,0.00%
579,2000,Qtr 3,August,2,0.0%,0.00%
580,2000,Qtr 3,August,3,0.0%,0.00%
581,2000,Qtr 3,August,4,0.0%,0.00%
582,2000,Qtr 3,August,5,0.0%,0.00%
583,2000,Qtr 3,August,6,0.0%,0.00%
584,2000,Qtr 3,August,7,0.0%,0.00%
585,2000,Qtr 3,August,8,0.0%,0.00%
586,2000,Qtr 3,August,9,0.0%,0.00%
587,2000,Qtr 3,August,10,0.0%,0.00%
588,2000,Qtr 3,August,11,0.0%,0.00%
589,2000,Qtr 3,August,12,0.0%,0.00%
590,2000,Qtr 3,August,13,0.0%,0.00%
591,2000,Qtr 3,August,14,0.0%,0.00%
592,2000,Qtr 3,August,15,0.0%,0.00%
593,2000,Qtr 3,August,16,0.0%,0.00%
594,2000,Qtr 3,August,17,0.0%,0.00%
595,2000,Qtr 3,August,18,0.0%,0.00%
596,2000,Qtr 3,August,19,0.0%,0.00%
597,2000,Qtr 3,August,20,0.0%,0.00%
598,2000,Qtr 3,August,21,0.0%,0.00%
599,2000,Qtr 3,August,22,0.0%,0.00%
600,2000,Qtr 3,August,23,0.0%,0.00%
601,2000,Qtr 3,August,24,0.0%,0.00%
602,2000,Qtr 3,August,25,0.0%,0.00%
603,2000,Qtr 3,August,26,0.0%,0.00%
604,2000,Qtr 3,August,27,0.0%,0.00%
605,2000,Qtr 3,August,28,0.0%,0.00%
606,2000,Qtr 3,August,29,0.0%,0.00%
607,2000,Qtr 3,August,30,0.0%,0.00%
608,2000,Qtr 3,August,31,0.0%,0.00%
609,2000,Qtr 3,September,1,0.0%,0.00%
610,2000,Qtr 3,September,2,0.0%,0.00%
611,2000,Qtr 3,September,3,0.0%,0.00%
612,2000,Qtr 3,September,4,0.0%,0.00%
613,2000,Qtr 3,September,5,0.0%,0.00%
614,2000,Qtr 3,September,6,0.0%,0.00%
615,2000,Qtr 3,September,7,0.0%,0.00%
616,2000,Qtr 3,September,8,0.0%,0.00%
617,2000,Qtr 3,September,9,0.0%,0.00%
618,2000,Qtr 3,September,10,0.0%,0.00%
619,2000,Qtr 3,September,11,0.0%,0.00%
620,2000,Qtr 3,September,12,0.0%,0.00%
621,2000,Qtr 3,September,13,0.0%,0.00%
622,2000,Qtr 3,September,14,0.0%,0.00%
623,2000,Qtr 3,September,15,0.0%,0.00%
624,2000,Qtr 3,September,16,0.0%,0.00%
625,2000,Qtr 3,September,17,0.0%,0.00%
626,2000,Qtr 3,September,18,0.0%,0.00%
627,2000,Qtr 3,September,19,0.0%,0.00%
628,2000,Qtr 3,September,20,0.0%,0.00%
629,2000,Qtr 3,September,21,0.0%,0.00%
630,2000,Qtr 3,September,22,0.0%,0.00%
631,2000,Qtr 3,September,23,0.0%,0.00%
632,2000,Qtr 3,September,24,0.0%,0.00%
633,2000,Qtr 3,September,25,0.0%,0.00%
634,2000,Qtr 3,September,26,0.0%,0.00%
635,2000,Qtr 3,September,27,0.0%,0.00%
636,2000,Qtr 3,September,28,0.0%,0.00%
637,2000,Qtr 3,September,29,0.0%,0.00%
638,2000,Qtr 3,September,30,0.0%,0.00%
639,2000,Qtr 4,October,1,0.0%,0.00%
640,2000,Qtr 4,October,2,0.0%,0.00%
641,2000,Qtr 4,October,3,0.0%,0.00%
642,2000,Qtr 4,October,4,0.0%,0.00%
643,2000,Qtr 4,October,5,0.0%,0.00%
644,2000,Qtr 4,October,6,0.0%,0.00%
645,2000,Qtr 4,October,7,0.0%,0.00%
646,2000,Qtr 4,October,8,0.0%,0.00%
647,2000,Qtr 4,October,9,0.0%,0.00%
648,2000,Qtr 4,October,10,0.0%,0.00%
649,2000,Qtr 4,October,11,0.0%,0.00%
650,2000,Qtr 4,October,12,0.0%,0.00%
651,2000,Qtr 4,October,13,0.0%,0.00%
652,2000,Qtr 4,October,14,0.0%,0.00%
653,2000,Qtr 4,October,15,0.0%,0.00%
654,2000,Qtr 4,October,16,0.0%,0.00%
655,2000,Qtr 4,October,17,0.0%,0.00%
656,2000,Qtr 4,October,18,0.0%,0.00%
657,2000,Qtr 4,October,19,0.0%,0.00%
658,2000,Qtr 4,October,20,0.0%,0.00%
659,2000,Qtr 4,October,21,0.0%,0.00%
660,2000,Qtr 4,October,22,0.0%,0.00%
661,2000,Qtr 4,October,23,0.0%,0.00%
662,2000,Qtr 4,October,24,0.0%,0.00%
663,2000,Qtr 4,October,25,0.0%,0.00%
664,2000,Qtr 4,October,26,0.0%,0.00%
665,2000,Qtr 4,October,27,0.0%,0.00%
666,2000,Qtr 4,October,28,0.0%,0.00%
667,2000,Qtr 4,October,29,0.0%,0.00%
668,2000,Qtr 4,October,30,0.0%,0.00%
669,2000,Qtr 4,October,31,0.0%,0.00%
670,2000,Qtr 4,November,1,0.0%,0.00%
671,2000,Qtr 4,November,2,0.0%,0.00%
672,2000,Qtr 4,November,3,0.0%,0.00%
673,2000,Qtr 4,November,4,0.0%,0.00%
674,2000,Qtr 4,November,5,0.0%,0.00%
675,2000,Qtr 4,November,6,0.0%,0.00%
676,2000,Qtr 4,November,7,0.0%,0.00%
677,2000,Qtr 4,November,8,0.0%,0.00%
678,2000,Qtr 4,November,9,0.0%,0.00%
679,2000,Qtr 4,November,10,0.0%,0.00%
680,2000,Qtr 4,November,11,0.0%,0.00%
681,2000,Qtr 4,November,12,0.0%,0.00%
682,2000,Qtr 4,November,13,0.0%,0.00%
683,2000,Qtr 4,November,14,0.0%,0.00%
684,2000,Qtr 4,November,15,0.0%,0.00%
685,2000,Qtr 4,November,16,0.0%,0.00%
686,2000,Qtr 4,November,17,0.0%,0.00%
687,2000,Qtr 4,November,18,0.0%,0.00%
688,2000,Qtr 4,November,19,0.0%,0.00%
689,2000,Qtr 4,November,20,0.0%,0.00%
690,2000,Qtr 4,November,21,0.0%,0.00%
691,2000,Qtr 4,November,22,0.0%,0.00%
692,2000,Qtr 4,November,23,0.0%,0.00%
693,2000,Qtr 4,November,24,0.0%,0.00%
694,2000,Qtr 4,November,25,0.0%,0.00%
695,2000,Qtr 4,November,26,0.0%,0.00%
696,2000,Qtr 4,November,27,0.0%,0.00%
697,2000,Qtr 4,November,28,0.0%,0.00%
698,2000,Qtr 4,November,29,0.0%,0.00%
699,2000,Qtr 4,November,30,0.0%,0.00%
700,2000,Qtr 4,December,1,0.0%,0.00%
701,2000,Qtr 4,December,2,0.0%,0.00%
702,2000,Qtr 4,December,3,0.0%,0.00%
703,2000,Qtr 4,December,4,0.0%,0.00%
704,2000,Qtr 4,December,5,0.0%,0.00%
705,2000,Qtr 4,December,6,0.0%,0.00%
706,2000,Qtr 4,December,7,0.0%,0.00%
707,2000,Qtr 4,December,8,0.0%,0.00%
708,2000,Qtr 4,December,9,0.0%,0.00%
709,2000,Qtr 4,December,10,0.0%,0.00%
710,2000,Qtr 4,December,11,0.0%,0.00%
711,2000,Qtr 4,December,12,0.0%,0.00%
712,2000,Qtr 4,December,13,0.0%,0.00%
713,2000,Qtr 4,December,14,0.0%,0.00%
714,2000,Qtr 4,December,15,0.0%,0.00%
715,2000,Qtr 4,December,16,0.0%,0.00%
716,2000,Qtr 4,December,17,0.0%,0.00%
717,2000,Qtr 4,December,18,0.0%,0.00%
718,2000,Qtr 4,December,19,0.0%,0.00%
719,2000,Qtr 4,December,20,0.0%,0.00%
720,2000,Qtr 4,December,21,0.0%,0.00%
721,2000,Qtr 4,December,22,0.0%,0.00%
722,2000,Qtr 4,December,23,0.0%,0.00%
723,2000,Qtr 4,December,24,0.0%,0.00%
724,2000,Qtr 4,December,25,0.0%,0.00%
725,2000,Qtr 4,December,26,0.0%,0.00%
726,2000,Qtr 4,December,27,0.0%,0.00%
727,2000,Qtr 4,December,28,0.0%,0.00%
728,2000,Qtr 4,December,29,0.0%,0.00%
729,2000,Qtr 4,December,30,0.0%,0.00%
730,2000,Qtr 4,December,31,0.0%,0.00%
731,2001,Qtr 1,January,1,0.0%,0.00%
732,2001,Qtr 1,January,2,0.0%,0.00%
733,2001,Qtr 1,January,3,0.0%,0.00%
734,2001,Qtr 1,January,4,0.0%,0.00%
735,2001,Qtr 1,January,5,0.0%,0.00%
736,2001,Qtr 1,January,6,0.0%,0.00%
737,2001,Qtr 1,January,7,0.0%,0.00%
738,2001,Qtr 1,January,8,0.0%,0.00%
739,2001,Qtr 1,January,9,0.0%,0.00%
740,2001,Qtr 1,January,10,0.0%,0.00%
741,2001,Qtr 1,January,11,0.0%,0.00%
742,2001,Qtr 1,January,12,0.0%,0.00%
743,2001,Qtr 1,January,13,0.0%,0.00%
744,2001,Qtr 1,January,14,0.0%,0.00%
745,2001,Qtr 1,January,15,0.0%,0.00%
746,2001,Qtr 1,January,16,0.0%,0.00%
747,2001,Qtr 1,January,17,0.0%,0.00%
748,2001,Qtr 1,January,18,0.0%,0.00%
749,2001,Qtr 1,January,19,0.0%,0.00%
750,2001,Qtr 1,January,20,0.0%,0.00%
751,2001,Qtr 1,January,21,0.0%,0.00%
752,2001,Qtr 1,January,22,0.0%,0.00%
753,2001,Qtr 1,January,23,0.0%,0.00%
754,2001,Qtr 1,January,24,0.0%,0.00%
755,2001,Qtr 1,January,25,0.0%,0.00%
756,2001,Qtr 1,January,26,0.0%,0.00%
757,2001,Qtr 1,January,27,0.0%,0.00%
758,2001,Qtr 1,January,28,0.0%,0.00%
759,2001,Qtr 1,January,29,0.0%,0.00%
760,2001,Qtr 1,January,30,0.0%,0.00%
761,2001,Qtr 1,January,31,0.0%,0.00%
762,2001,Qtr 1,February,1,0.0%,0.00%
763,2001,Qtr 1,February,2,0.0%,0.00%
764,2001,Qtr 1,February,3,0.0%,0.00%
765,2001,Qtr 1,February,4,0.0%,0.00%
766,2001,Qtr 1,February,5,0.0%,0.00%
767,2001,Qtr 1,February,6,0.0%,0.00%
768,2001,Qtr 1,February,7,0.0%,0.00%
769,2001,Qtr 1,February,8,0.0%,0.00%
770,2001,Qtr 1,February,9,0.0%,0.00%
771,2001,Qtr 1,February,10,0.0%,0.00%
772,2001,Qtr 1,February,11,0.0%,0.00%
773,2001,Qtr 1,February,12,0.0%,0.00%
774,2001,Qtr 1,February,13,0.0%,0.00%
775,2001,Qtr 1,February,14,0.0%,0.00%
776,2001,Qtr 1,February,15,0.0%,0.00%
777,2001,Qtr 1,February,16,0.0%,0.00%
778,2001,Qtr 1,February,17,0.0%,0.00%
779,2001,Qtr 1,February,18,0.0%,0.00%
780,2001,Qtr 1,February,19,0.0%,0.00%
781,2001,Qtr 1,February,20,0.0%,0.00%
782,2001,Qtr 1,February,21,0.0%,0.00%
783,2001,Qtr 1,February,22,0.0%,0.00%
784,2001,Qtr 1,February,23,0.0%,0.00%
785,2001,Qtr 1,February,24,0.0%,0.00%
786,2001,Qtr 1,February,25,0.0%,0.00%
787,2001,Qtr 1,February,26,0.0%,0.00%
788,2001,Qtr 1,February,27,0.0%,0.00%
789,2001,Qtr 1,February,28,0.0%,0.00%
790,2001,Qtr 1,March,1,0.0%,0.00%
791,2001,Qtr 1,March,2,0.0%,0.00%
792,2001,Qtr 1,March,3,0.0%,0.00%
793,2001,Qtr 1,March,4,0.0%,0.00%
794,2001,Qtr 1,March,5,0.0%,0.00%
795,2001,Qtr 1,March,6,0.0%,0.00%
796,2001,Qtr 1,March,7,0.0%,0.00%
797,2001,Qtr 1,March,8,0.0%,0.00%
798,2001,Qtr 1,March,9,0.0%,0.00%
799,2001,Qtr 1,March,10,0.0%,0.00%
800,2001,Qtr 1,March,11,0.0%,0.00%
801,2001,Qtr 1,March,12,0.0%,0.00%
802,2001,Qtr 1,March,13,0.0%,0.00%
803,2001,Qtr 1,March,14,0.0%,0.00%
804,2001,Qtr 1,March,15,0.0%,0.00%
805,2001,Qtr 1,March,16,0.0%,0.00%
806,2001,Qtr 1,March,17,0.0%,0.00%
807,2001,Qtr 1,March,18,0.0%,0.00%
808,2001,Qtr 1,March,19,0.0%,0.00%
809,2001,Qtr 1,March,20,0.0%,0.00%
810,2001,Qtr 1,March,21,0.0%,0.00%
811,2001,Qtr 1,March,22,0.0%,0.00%
812,2001,Qtr 1,March,23,0.0%,0.00%
813,2001,Qtr 1,March,24,0.0%,0.00%
814,2001,Qtr 1,March,25,0.0%,0.00%
815,2001,Qtr 1,March,26,0.0%,0.00%
816,2001,Qtr 1,March,27,0.0%,0.00%
817,2001,Qtr 1,March,28,0.0%,0.00%
818,2001,Qtr 1,March,29,0.0%,0.00%
819,2001,Qtr 1,March,30,0.0%,0.00%
820,2001,Qtr 1,March,31,0.0%,0.00%
821,2001,Qtr 2,April,1,0.0%,0.00%
822,2001,Qtr 2,April,2,0.0%,0.00%
823,2001,Qtr 2,April,3,0.0%,0.00%
824,2001,Qtr 2,April,4,0.0%,0.00%
825,2001,Qtr 2,April,5,0.0%,0.00%
826,2001,Qtr 2,April,6,0.0%,0.00%
827,2001,Qtr 2,April,7,0.0%,0.00%
828,2001,Qtr 2,April,8,0.0%,0.00%
829,2001,Qtr 2,April,9,0.0%,0.00%
830,2001,Qtr 2,April,10,0.0%,0.00%
831,2001,Qtr 2,April,11,0.0%,0.00%
832,2001,Qtr 2,April,12,0.0%,0.00%
833,2001,Qtr 2,April,13,0.0%,0.00%
834,2001,Qtr 2,April,14,0.0%,0.00%
835,2001,Qtr 2,April,15,0.0%,0.00%
836,2001,Qtr 2,April,16,0.0%,0.00%
837,2001,Qtr 2,April,17,0.0%,0.00%
838,2001,Qtr 2,April,18,0.0%,0.00%
839,2001,Qtr 2,April,19,0.0%,0.00%
840,2001,Qtr 2,April,20,0.0%,0.00%
841,2001,Qtr 2,April,21,0.0%,0.00%
842,2001,Qtr 2,April,22,0.0%,0.00%
843,2001,Qtr 2,April,23,0.0%,0.00%
844,2001,Qtr 2,April,24,0.0%,0.00%
845,2001,Qtr 2,April,25,0.0%,0.00%
846,2001,Qtr 2,April,26,0.0%,0.00%
847,2001,Qtr 2,April,27,0.0%,0.00%
848,2001,Qtr 2,April,28,0.0%,0.00%
849,2001,Qtr 2,April,29,0.0%,0.00%
850,2001,Qtr 2,April,30,0.0%,0.00%
851,2001,Qtr 2,May,1,0.0%,0.00%
852,2001,Qtr 2,May,2,0.0%,0.00%
853,2001,Qtr 2,May,3,0.0%,0.00%
854,2001,Qtr 2,May,4,0.0%,0.00%
855,2001,Qtr 2,May,5,0.0%,0.00%
856,2001,Qtr 2,May,6,0.0%,0.00%
857,2001,Qtr 2,May,7,0.0%,0.00%
858,2001,Qtr 2,May,8,0.0%,0.00%
859,2001,Qtr 2,May,9,0.0%,0.00%
860,2001,Qtr 2,May,10,0.0%,0.00%
861,2001,Qtr 2,May,11,0.0%,0.00%
862,2001,Qtr 2,May,12,0.0%,0.00%
863,2001,Qtr 2,May,13,0.0%,0.00%
864,2001,Qtr 2,May,14,0.0%,0.00%
865,2001,Qtr 2,May,15,0.0%,0.00%
866,2001,Qtr 2,May,16,0.0%,0.00%
867,2001,Qtr 2,May,17,0.0%,0.00%
868,2001,Qtr 2,May,18,0.0%,0.00%
869,2001,Qtr 2,May,19,0.0%,0.00%
870,2001,Qtr 2,May,20,0.0%,0.00%
871,2001,Qtr 2,May,21,0.0%,0.00%
872,2001,Qtr 2,May,22,0.0%,0.00%
873,2001,Qtr 2,May,23,0.0%,0.00%
874,2001,Qtr 2,May,24,0.0%,0.00%
875,2001,Qtr 2,May,25,0.0%,0.00%
876,2001,Qtr 2,May,26,0.0%,0.00%
877,2001,Qtr 2,May,27,0.0%,0.00%
878,2001,Qtr 2,May,28,0.0%,0.00%
879,2001,Qtr 2,May,29,0.0%,0.00%
880,2001,Qtr 2,May,30,0.0%,0.00%
881,2001,Qtr 2,May,31,0.0%,0.00%
882,2001,Qtr 2,June,1,0.0%,0.00%
883,2001,Qtr 2,June,2,0.0%,0.00%
884,2001,Qtr 2,June,3,0.0%,0.00%
885,2001,Qtr 2,June,4,0.0%,0.00%
886,2001,Qtr 2,June,5,0.0%,0.00%
887,2001,Qtr 2,June,6,0.0%,0.00%
888,2001,Qtr 2,June,7,0.0%,0.00%
889,2001,Qtr 2,June,8,0.0%,0.00%
890,2001,Qtr 2,June,9,0.0%,0.00%
891,2001,Qtr 2,June,10,0.0%,0.00%
892,2001,Qtr 2,June,11,0.0%,0.00%
893,2001,Qtr 2,June,12,0.0%,0.00%
894,2001,Qtr 2,June,13,0.0%,0.00%
895,2001,Qtr 2,June,14,0.0%,0.00%
896,2001,Qtr 2,June,15,0.0%,0.00%
897,2001,Qtr 2,June,16,0.0%,0.00%
898,2001,Qtr 2,June,17,0.0%,0.00%
899,2001,Qtr 2,June,18,0.0%,0.00%
900,2001,Qtr 2,June,19,0.0%,0.00%
901,2001,Qtr 2,June,20,0.0%,0.00%
902,2001,Qtr 2,June,21,0.0%,0.00%
903,2001,Qtr 2,June,22,0.0%,0.00%
904,2001,Qtr 2,June,23,0.0%,0.00%
905,2001,Qtr 2,June,24,0.0%,0.00%
906,2001,Qtr 2,June,25,0.0%,0.00%
907,2001,Qtr 2,June,26,0.0%,0.00%
908,2001,Qtr 2,June,27,0.0%,0.00%
909,2001,Qtr 2,June,28,0.0%,0.00%
910,2001,Qtr 2,June,29,0.0%,0.00%
911,2001,Qtr 2,June,30,0.0%,0.00%
912,2001,Qtr 3,July,1,0.0%,0.00%
913,2001,Qtr 3,July,2,0.0%,0.00%
914,2001,Qtr 3,July,3,0.0%,0.00%
915,2001,Qtr 3,July,4,0.0%,0.00%
916,2001,Qtr 3,July,5,0.0%,0.00%
917,2001,Qtr 3,July,6,0.0%,0.00%
918,2001,Qtr 3,July,7,0.0%,0.00%
919,2001,Qtr 3,July,8,0.0%,0.00%
920,2001,Qtr 3,July,9,0.0%,0.00%
921,2001,Qtr 3,July,10,0.0%,0.00%
922,2001,Qtr 3,July,11,0.0%,0.00%
923,2001,Qtr 3,July,12,0.0%,0.00%
924,2001,Qtr 3,July,13,0.0%,0.00%
925,2001,Qtr 3,July,14,0.0%,0.00%
926,2001,Qtr 3,July,15,0.0%,0.00%
927,2001,Qtr 3,July,16,0.0%,0.00%
928,2001,Qtr 3,July,17,0.0%,0.00%
929,2001,Qtr 3,July,18,0.0%,0.00%
930,2001,Qtr 3,July,19,0.0%,0.00%
931,2001,Qtr 3,July,20,0.0%,0.00%
932,2001,Qtr 3,July,21,0.0%,0.00%
933,2001,Qtr 3,July,22,0.0%,0.00%
934,2001,Qtr 3,July,23,0.0%,0.00%
935,2001,Qtr 3,July,24,0.0%,0.00%
936,2001,Qtr 3,July,25,0.0%,0.00%
937,2001,Qtr 3,July,26,0.0%,0.00%
938,2001,Qtr 3,July,27,0.0%,0.00%
939,2001,Qtr 3,July,28,0.0%,0.00%
940,2001,Qtr 3,July,29,0.0%,0.00%
941,2001,Qtr 3,July,30,0.0%,0.00%
942,2001,Qtr 3,July,31,0.0%,0.00%
943,2001,Qtr 3,August,1,0.0%,0.00%
944,2001,Qtr 3,August,2,0.0%,0.00%
945,2001,Qtr 3,August,3,0.0%,0.00%
946,2001,Qtr 3,August,4,0.0%,0.00%
947,2001,Qtr 3,August,5,0.0%,0.00%
948,2001,Qtr 3,August,6,0.0%,0.00%
949,2001,Qtr 3,August,7,0.0%,0.00%
950,2001,Qtr 3,August,8,0.0%,0.00%
951,2001,Qtr 3,August,9,0.0%,0.00%
952,2001,Qtr 3,August,10,0.0%,0.00%
953,2001,Qtr 3,August,11,0.0%,0.00%
954,2001,Qtr 3,August,12,0.0%,0.00%
955,2001,Qtr 3,August,13,0.0%,0.00%
956,2001,Qtr 3,August,14,0.0%,0.00%
957,2001,Qtr 3,August,15,0.0%,0.00%
958,2001,Qtr 3,August,16,0.0%,0.00%
959,2001,Qtr 3,August,17,0.0%,0.00%
960,2001,Qtr 3,August,18,0.0%,0.00%
961,2001,Qtr 3,August,19,0.0%,0.00%
962,2001,Qtr 3,August,20,0.0%,0.00%
963,2001,Qtr 3,August,21,0.0%,0.00%
964,2001,Qtr 3,August,22,0.0%,0.00%
965,2001,Qtr 3,August,23,0.0%,0.00%
966,2001,Qtr 3,August,24,0.0%,0.00%
967,2001,Qtr 3,August,25,0.0%,0.00%
968,2001,Qtr 3,August,26,0.0%,0.00%
969,2001,Qtr 3,August,27,0.0%,0.00%
970,2001,Qtr 3,August,28,0.0%,0.00%
971,2001,Qtr 3,August,29,0.0%,0.00%
972,2001,Qtr 3,August,30,0.0%,0.00%
973,2001,Qtr 3,August,31,0.0%,0.00%
974,2001,Qtr 3,September,1,0.0%,0.00%
975,2001,Qtr 3,September,2,0.0%,0.00%
976,2001,Qtr 3,September,3,0.0%,0.00%
977,2001,Qtr 3,September,4,0.0%,0.00%
978,2001,Qtr 3,September,5,0.0%,0.00%
979,2001,Qtr 3,September,6,0.0%,0.00%
980,2001,Qtr 3,September,7,0.0%,0.00%
981,2001,Qtr 3,September,8,0.0%,0.00%
982,2001,Qtr 3,September,9,0.0%,0.00%
983,2001,Qtr 3,September,10,0.0%,0.00%
984,2001,Qtr 3,September,11,0.0%,0.00%
985,2001,Qtr 3,September,12,0.0%,0.00%
986,2001,Qtr 3,September,13,0.0%,0.00%
987,2001,Qtr 3,September,14,0.0%,0.00%
988,2001,Qtr 3,September,15,0.0%,0.00%
989,2001,Qtr 3,September,16,0.0%,0.00%
990,2001,Qtr 3,September,17,0.0%,0.00%
991,2001,Qtr 3,September,18,0.0%,0.00%
992,2001,Qtr 3,September,19,0.0%,0.00%
993,2001,Qtr 3,September,20,0.0%,0.00%
994,2001,Qtr 3,September,21,0.0%,0.00%
995,2001,Qtr 3,September,22,0.0%,0.00%
996,2001,Qtr 3,September,23,0.0%,0.00%
997,2001,Qtr 3,September,24,0.0%,0.00%
998,2001,Qtr 3,September,25,0.0%,0.00%
999,2001,Qtr 3,September,26,0.0%,0.00%
1000,2001,Qtr 3,September,27,0.0%,0.00%
1001,2001,Qtr 3,September,28,0.0%,0.00%
1002,2001,Qtr 3,September,29,0.0%,0.00%
1003,2001,Qtr 3,September,30,0.0%,0.00%
1004,2001,Qtr 4,October,1,0.0%,0.00%
1005,2001,Qtr 4,October,2,0.0%,0.00%
1006,2001,Qtr 4,October,3,0.0%,0.00%
1007,2001,Qtr 4,October,4,0.0%,0.00%
1008,2001,Qtr 4,October,5,0.0%,0.00%
1009,2001,Qtr 4,October,6,0.0%,0.00%
1010,2001,Qtr 4,October,7,0.0%,0.00%
1011,2001,Qtr 4,October,8,0.0%,0.00%
1012,2001,Qtr 4,October,9,0.0%,0.00%
1013,2001,Qtr 4,October,10,0.0%,0.00%
1014,2001,Qtr 4,October,11,0.0%,0.00%
1015,2001,Qtr 4,October,12,0.0%,0.00%
1016,2001,Qtr 4,October,13,0.0%,0.00%
1017,2001,Qtr 4,October,14,0.0%,0.00%
1018,2001,Qtr 4,October,15,0.0%,0.00%
1019,2001,Qtr 4,October,16,0.0%,0.00%
1020,2001,Qtr 4,October,17,0.0%,0.00%
1021,2001,Qtr 4,October,18,0.0%,0.00%
1022,2001,Qtr 4,October,19,0.0%,0.00%
1023,2001,Qtr 4,October,20,0.0%,0.00%
1024,2001,Qtr 4,October,21,0.0%,0.00%
1025,2001,Qtr 4,October,22,0.0%,0.00%
1026,2001,Qtr 4,October,23,0.0%,0.00%
1027,2001,Qtr 4,October,24,0.0%,0.00%
1028,2001,Qtr 4,October,25,0.0%,0.00%
1029,2001,Qtr 4,October,26,0.0%,0.00%
1030,2001,Qtr 4,October,27,0.0%,0.00%
1031,2001,Qtr 4,October,28,0.0%,0.00%
1032,2001,Qtr 4,October,29,0.0%,0.00%
1033,2001,Qtr 4,October,30,0.0%,0.00%
1034,2001,Qtr 4,October,31,0.0%,0.00%
1035,2001,Qtr 4,November,1,0.0%,0.00%
1036,2001,Qtr 4,November,2,0.0%,0.00%
1037,2001,Qtr 4,November,3,0.0%,0.00%
1038,2001,Qtr 4,November,4,0.0%,0.00%
1039,2001,Qtr 4,November,5,0.0%,0.00%
1040,2001,Qtr 4,November,6,0.0%,0.00%
1041,2001,Qtr 4,November,7,0.0%,0.00%
1042,2001,Qtr 4,November,8,0.0%,0.00%
1043,2001,Qtr 4,November,9,0.0%,0.00%
1044,2001,Qtr 4,November,10,0.0%,0.00%
1045,2001,Qtr 4,November,11,0.0%,0.00%
1046,2001,Qtr 4,November,12,0.0%,0.00%
1047,2001,Qtr 4,November,13,0.0%,0.00%
1048,2001,Qtr 4,November,14,0.0%,0.00%
1049,2001,Qtr 4,November,15,0.0%,0.00%
1050,2001,Qtr 4,November,16,0.0%,0.00%
1051,2001,Qtr 4,November,17,0.0%,0.00%
1052,2001,Qtr 4,November,18,0.0%,0.00%
1053,2001,Qtr 4,November,19,0.0%,0.00%
1054,2001,Qtr 4,November,20,0.0%,0.00%
1055,2001,Qtr 4,November,21,0.0%,0.00%
1056,2001,Qtr 4,November,22,0.0%,0.00%
1057,2001,Qtr 4,November,23,0.0%,0.00%
1058,2001,Qtr 4,November,24,0.0%,0.00%
1059,2001,Qtr 4,November,25,0.0%,0.00%
1060,2001,Qtr 4,November,26,0.0%,0.00%
1061,2001,Qtr 4,November,27,0.0%,0.00%
1062,2001,Qtr 4,November,28,0.0%,0.00%
1063,2001,Qtr 4,November,29,0.0%,0.00%
1064,2001,Qtr 4,November,30,0.0%,0.00%
1065,2001,Qtr 4,December,1,0.0%,0.00%
1066,2001,Qtr 4,December,2,0.0%,0.00%
1067,2001,Qtr 4,December,3,0.0%,0.00%
1068,2001,Qtr 4,December,4,0.0%,0.00%
